category,updated_at,building_name,room,address,rent_man,fee_man,layout,floor,area_sqm,age_years,structure,file,page,raw_block
ulucks,2026/2/13,Brelia MIHAGINO (ブレ リア三萩野),501,北九州市小倉北区片野三丁目3-1,5.7,0.5,1K,,29.12,,RC,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Brelia MIHAGINO (ブレ リア三萩野)|片野三丁目3-1|501 《角 》|57,000|5,000|1,300|無|無|なし|指定な し|なし|2026年1月 (0年)|1K:洋10|マン|29.12|RC|礼0、FR1月分キャンペーン♪ ※内覧時、スリッパ禁止! 片野駅4分、ス ーパー10分、ローソン3分!|LPG|100%|1ヶ月|11,000|有|済"
ulucks,2026/2/13,Brelia MIHAGINO (ブレ リア三萩野),502,北九州市小倉北区片野三丁目3-1,5.6,0.5,1K,,28.35,,RC,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Brelia MIHAGINO (ブレ リア三萩野)|片野三丁目3-1|502|56,000|5,000|1,300|無|無|なし|指定な し|なし|2026年1月 (0年)|1K:洋10|マン|28.35|RC|礼0、FR1月分キャンペーン♪ ※内覧時、スリッパ禁止! 片野駅4分、ス ーパー10分、ローソン3分!|LPG|100%|1ヶ月|11,000|有|済"
ulucks,2026/2/13,Brelia MIHAGINO (ブレ リア三萩野),601,北九州市小倉北区片野三丁目3-1,5.7,0.5,1K,,29.12,,RC,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Brelia MIHAGINO (ブレ リア三萩野)|片野三丁目3-1|601 《角 》|57,000|5,000|1,300|無|無|なし|指定な し|なし|2026年1月 (0年)|1K:洋10|マン|29.12|RC|礼0、FR1月分キャンペーン♪ ※内覧時、スリッパ禁止! 片野駅4分、ス ーパー10分、ローソン3分!|LPG|100%|1ヶ月|11,000|有|済"
ulucks,2026/2/13,Brelia MIHAGINO (ブレ リア三萩野),602,北九州市小倉北区片野三丁目3-1,5.6,0.5,1K,,28.35,,RC,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Brelia MIHAGINO (ブレ リア三萩野)|片野三丁目3-1|602|56,000|5,000|1,300|無|無|なし|指定な し|なし|2026年1月 (0年)|1K:洋10|マン|28.35|RC|礼0、FR1月分キャンペーン♪ ※内覧時、スリッパ禁止! 片野駅4分、ス ーパー10分、ローソン3分!|LPG|100%|1ヶ月|11,000|有|済"
ulucks,2026/2/13,Brelia MIHAGINO (ブレ リア三萩野),701,北九州市小倉北区片野三丁目3-1,5.8,0.5,1K,,29.12,,RC,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Brelia MIHAGINO (ブレ リア三萩野)|片野三丁目3-1|701 《角 》|58,000|5,000|1,300|無|無|なし|指定な し|なし|2026年1月 (0年)|1K:洋10|マン|29.12|RC|礼0、FR1月分キャンペーン♪ ※内覧時、スリッパ禁止! 片野駅4分、ス ーパー10分、ローソン3分!|LPG|100%|1ヶ月|11,000|有|済"
ulucks,2026/2/13,Brelia MIHAGINO (ブレ リア三萩野),702,北九州市小倉北区片野三丁目3-1,5.7,0.5,1K,,28.35,,RC,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Brelia MIHAGINO (ブレ リア三萩野)|片野三丁目3-1|702|57,000|5,000|1,300|無|無|なし|指定な し|なし|2026年1月 (0年)|1K:洋10|マン|28.35|RC|礼0、FR1月分キャンペーン♪ ※内覧時、スリッパ禁止! 片野駅4分、ス ーパー10分、ローソン3分!|LPG|100%|1ヶ月|11,000|有|済"
ulucks,2026/2/13,Brelia MIHAGINO (ブレ リア三萩野),801,北九州市小倉北区片野三丁目3-1,5.8,0.5,1K,,29.12,,RC,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Brelia MIHAGINO (ブレ リア三萩野)|片野三丁目3-1|801 《角 》|58,000|5,000|1,300|無|無|なし|指定な し|なし|2026年1月 (0年)|1K:洋10|マン|29.12|RC|礼0、FR1月分キャンペーン♪ ※内覧時、スリッパ禁止! 片野駅4分、ス ーパー10分、ローソン3分!|LPG|100%|1ヶ月|11,000|有|済"
ulucks,2026/2/13,Brelia MIHAGINO (ブレ リア三萩野),802,北九州市小倉北区片野三丁目3-1,5.7,0.5,1K,,28.35,,RC,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Brelia MIHAGINO (ブレ リア三萩野)|片野三丁目3-1|802|57,000|5,000|1,300|無|無|なし|指定な し|なし|2026年1月 (0年)|1K:洋10|マン|28.35|RC|礼0、FR1月分キャンペーン♪ ※内覧時、スリッパ禁止! 片野駅4分、ス ーパー10分、ローソン3分!|LPG|100%|1ヶ月|11,000|有|済"
ulucks,2026/2/13,Brelia MIHAGINO (ブレ リア三萩野),901,北九州市小倉北区片野三丁目3-1,5.8,0.5,1K,,29.12,,RC,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Brelia MIHAGINO (ブレ リア三萩野)|片野三丁目3-1|901 《角 》|58,000|5,000|1,300|無|無|なし|指定な し|なし|2026年1月 (0年)|1K:洋10|マン|29.12|RC|礼0、FR1月分キャンペーン♪ ※内覧時、スリッパ禁止! 片野駅4分、ス ーパー10分、ローソン3分!|LPG|100%|1ヶ月|11,000|有|済"
ulucks,2026/2/13,Brelia MIHAGINO (ブレ リア三萩野),902,北九州市小倉北区片野三丁目3-1,5.7,0.5,1K,,28.35,,RC,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Brelia MIHAGINO (ブレ リア三萩野)|片野三丁目3-1|902|57,000|5,000|1,300|無|無|なし|指定な し|なし|2026年1月 (0年)|1K:洋10|マン|28.35|RC|礼0、FR1月分キャンペーン♪ ※内覧時、スリッパ禁止! 片野駅4分、ス ーパー10分、ローソン3分!|LPG|100%|1ヶ月|11,000|有|済"
ulucks,2026/2/13,Calm三萩野(カームミハ ギノ),102,北九州市小倉北区萩崎町5-21,4.8,0.4,1R,,25.15,,木造,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Calm三萩野(カームミハ ギノ)|萩崎町5-21|102|48,000|4,000|1,400|無|無|なし|0万|なし|2024年5月 (2年)|1R:洋9.6|2月28日|アパ|25.15|木造|小型犬・猫いずれか1匹飼育可能! 担当:河野080-7998-3596|100%|1ヶ月|11,000|無|未定"
ulucks,2026/2/13,Calm三萩野(カームミハ ギノ),302,北九州市小倉北区萩崎町5-21,5,0.4,1R,,25.15,,木造,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Calm三萩野(カームミハ ギノ)|萩崎町5-21|302|50,000|4,000|1,400|無|無|なし|0万|なし|2024年5月 (2年)|1R:洋9.6|2月28日|アパ|25.15|木造|小型犬・猫いずれか1匹飼育可能! 担当:河野080-7998-3596|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,2026/2/13,Eハイツ緑,202,北九州市小倉北区緑ケ丘1丁目14-26,2.9,0.1,1K,,17,,木造,株式会社アンサー倶楽部 管理係.pdf,1,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=1] Eハイツ緑|緑ケ丘1丁目14-26|202|29,000|1,000|1,100|(敷地内) 6,600(税込)|無|なし|指定な し|なし|1991年8月 (35年)|1K:台2/洋8|アパ|17.00|木造|フリーレント1か月キャンペーン♪物件付駐車場取れます♪温水洗浄便座・ TVモニターホン新設しました|都市|100%|1ヶ月|11,000|有|済"
ulucks,,Eハイツ緑,203,北九州市小倉北区緑ケ丘1丁目14-26,2.9,0.1,1K,,17,,木造,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] Eハイツ緑|緑ケ丘1丁目14-26|203|29,000|1,000|1,100|(敷地内) 6,600(税込)|無|なし|指定な し|なし|1991年8月 (35年)|1K:洋8/K2|アパ|17.00|木造|フリーレント1か月キャンペーン♪物件付駐車場取れます!|都市|100%|1ヶ月|11,000|有|未定"
ulucks,,KSK中井コアプレイス,603,北九州市小倉北区中井1-5-5,8.2,0.5,2LDK,,55.1,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] KSK中井コアプレイス|中井1-5-5|603|82,000|5,000|1,100|(敷地内) 12,100(税込)|無|なし|0万|2ヶ月|2022年8月 (4年)|2LDK:台12.14/洋5.3/洋5.3|マン|55.10|RC|最上階角部屋!ペット(室内小型犬)飼育可☆インターネット使用料無料★|LPG|100%|1ヶ月|11,000|有|未定"
ulucks,,ONE PROJECT三萩野,206,北九州市小倉北区萩崎町8-11,6.1,0.4,1LDK,,36,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] ONE PROJECT三萩野|萩崎町8-11|206|61,000|4,000|1,100|(近)|無|-|0万|1ヶ月|2023年9月 (3年)|1LDK:台11/洋4/LDK11|2月27日|マン|36.00|RC|★AD100%★ ネット無料/宅配BOX/エアコン/電子ロック/カードキー /防犯カメラ|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,ONE PROJECT三萩野,501,北九州市小倉北区萩崎町8-11,6.2,0.4,1LDK,,36,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] ONE PROJECT三萩野|萩崎町8-11|501|62,000|4,000|1,100|無|無|なし|0万|1ヶ月|2023年9月 (3年)|1LDK:台11/洋4|2月15日|マン|36.00|RC|★2023年9月竣工★ ネット無料/宅配BOX/エアコン/電子ロック/カー ドキー/防犯カメラ|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,ONE PROJECT三萩野,601,北九州市小倉北区萩崎町8-11,6.2,0.4,1LDK,,36,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] ONE PROJECT三萩野|萩崎町8-11|601|62,000|4,000|1,100|(近)|無|なし|実費|2ヶ月|2023年9月 (3年)|1LDK:台11/洋4/LDK11|2月28日|マン|36.00|RC|★AD100%★ ネット無料/宅配BOX/エアコン/電子ロック/カードキー /防犯カメラ|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,Studie(スタディ)小文字 通り,1101,北九州市小倉北区砂津1-6-21,9.5,0.5,2LDK,,52.7,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] Studie(スタディ)小文字 通り|砂津1-6-21|1101|95,000|5,000|1,300|(敷地内) 16,500(税込) 屋外普(16,500円...|(敷地内) 13,200(税込) 建物となり敷地内|なし|実費|2ヶ月|2025年3月 (1年)|2LDK:台11/洋4.5/洋5.1/LD K11|3月7日|マン|52.70|RC|2025年2月下旬完成!小倉北区砂津の築浅物件のご紹介です♪|100%|1ヶ月|11,000|無|未定"
ulucks,,Studie(スタディ)小文字 通り,701,北九州市小倉北区砂津1-6-21,9.3,0.5,2LDK,,52.7,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] Studie(スタディ)小文字 通り|砂津1-6-21|701|93,000|5,000|1,300|(敷地内) 16,500(税込) 屋外普(16,500円...|(近) 13,200(税込) 建物 となり敷地内|なし|実費|2ヶ月|2025年3月 (1年)|2LDK:台11/洋4.5/洋5.1/LD K11|マン|52.70|RC|2025年2月下旬完成!小倉北区砂津の築浅物件のご紹介です♪|100%|1ヶ月|11,000|有|済"
ulucks,,Studie(スタディ)小文字 通り(5F~14F),1203,北九州市小倉北区砂津1-6-21,5.8,0.4,1R,,25.9,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] Studie(スタディ)小文字 通り(5F~14F)|砂津1-6-21|1203|58,000|4,000|1,300|(近) 13,200(税込) 物件 隣|無|なし|実費|2ヶ月|2025年3月 (1年)|1R:洋8.3|マン|25.90|RC|2025年2月完成!! ●住環境に優れた好立地。スーパー・コンビニ・銀行 ・駅まで徒歩15分圏内!|100%|1ヶ月|11,000|有|済"
ulucks,,Studie(スタディ)小文字 通り(5F~14F),1402,北九州市小倉北区砂津1-6-21,6.3,0.4,1K,,28.08,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] Studie(スタディ)小文字 通り(5F~14F)|砂津1-6-21|1402|63,000|4,000|970|(近) 13,200(税込) 10M 建物横駐車場|無|なし|実費|2ヶ月|2025年3月 (1年)|1K:洋8.8|4月5日|マン|28.08|RC|2025年2月完成! ●住環境に優れた好立地。スーパー・コンビニ・銀行・ 駅まで徒歩15分圏内!|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ三萩野,1004,北九州市小倉北区三萩野1-2-11,7.1,0.5,1LDK,,42.07,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ三萩野|三萩野1-2-11|1004|71,000|5,000|1,100|無|無|なし|0ヶ月|1ヶ月|2017年1月 (9年)|1LDK:台13/洋4.6|マン|42.07|RC|★モノレール香春口三萩野まで徒歩7分の駅近マンション! ★無料ネッ ト(Wifi埋込タイプ)導入済み!|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ三萩野,903,北九州市小倉北区三萩野1-2-11,5.6,0.5,1K,,28.3,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ三萩野|三萩野1-2-11|903|56,000|5,000|1,100|無|無|なし|0ヶ月|1ヶ月|2017年1月 (9年)|1K:洋7.3|マン|28.30|RC|★モノレール香春口三萩野まで徒歩7分の駅近マンション! ★無料ネッ ト(Wifi埋込タイプ)導入済み!|LPG|100%|1ヶ月|11,000|有|未定"
ulucks,,アクシオ三萩野II,201,北九州市小倉北区萩崎町8-12,5.9,0.4,1R,,36.4,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ三萩野II|萩崎町8-12|201|59,000|4,000|1,100|無|無|なし|0万|2ヶ月|2024年2月 (2年)|1R:洋16|2月28日|マン|36.40|RC|★広告料100%★ 2024年2月に完成の設備充実マンション♪|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ北九州,1001,北九州市小倉北区浅野2丁目15-46,6.6,0.5,1LDK,,30.19,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ北九州|浅野2丁目15-46|1001|66,000|5,000|1,400|無|無|なし|0ヶ月|2ヶ月|2018年4月 (8年)|1LDK:台8/洋3.8|2月23日|マン|30.19|RC|●小倉駅から徒歩4分だから忙しい朝や遅い帰宅時にも嬉しい駅近デザイ ナーズマンション!|LPG|100%|1ヶ月|10,000|無|未定"
ulucks,,アクシオ北九州,1107,北九州市小倉北区浅野2丁目15-46,6.5,0.5,1R,,29.28,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ北九州|浅野2丁目15-46|1107|65,000|5,000|1,400|無|無|なし|0ヶ月|1ヶ月|2018年2月 (8年)|1R:洋8.2|マン|29.28|RC|★小倉駅まで徒歩3分の駅近マンション! ★無料インターネット(Wifi埋 込タイプ)導入済み!|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ北九州,1302,北九州市小倉北区浅野2丁目15-46,6.3,0.5,1K,,29.28,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ北九州|浅野2丁目15-46|1302|63,000|5,000|1,400|無|無|なし|0ヶ月|1ヶ月|2018年2月 (8年)|1K:洋7.9|マン|29.28|RC|★小倉駅まで徒歩3分の駅近マンション! ★無料ネット(Wifi埋込タイプ )導入済み!|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ北九州,1404,北九州市小倉北区浅野2丁目15-46,15.5,0.5,2LDK,,70.45,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ北九州|浅野2丁目15-46|1404|155,000|5,000|1,400|無|無|なし|指定な し|2ヶ月|2018年2月 (8年)|2LDK:台16.5/洋8.5/洋6|2月8日|マン|70.45|RC|★最上階・2LDKのお部屋で眺望良好! ★無料インターネット(Wifi埋込 タイプ)導入済み!|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ北九州,401,北九州市小倉北区浅野2丁目15-46,6.2,0.5,1LDK,,30.19,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ北九州|浅野2丁目15-46|401|62,000|5,000|1,400|無|無|なし|0ヶ月|1ヶ月|2018年2月 (8年)|1LDK:台8/洋3.8|マン|30.19|RC|★小倉駅まで徒歩3分の駅近マンション! ★無料インターネット(Wifi埋 込タイプ)導入済み!|LPG|100%|1ヶ月|11,000|有|未定"
ulucks,,アクシオ北九州,604,北九州市小倉北区浅野2丁目15-46,6.2,0.5,1K,,30.19,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ北九州|浅野2丁目15-46|604|62,000|5,000|1,400|無|無|なし|0ヶ月|2ヶ月|1K:洋8.2|2月27日|マン|30.19|RC|小倉駅まで徒歩4分★インターネット無料★AD100%|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ北九州II,503,北九州市小倉北区浅野2丁目17-37,5.3,0.5,1K,,25.82,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ北九州II|浅野2丁目17-37|503|53,000|5,000|1,400|無|無|なし|0万|1ヶ月|2022年2月 (4年)|1K:洋7|3月1日|マン|25.82|RC|★小倉駅まで徒歩7分の好立地 ★無料インターネット(Wifi埋込タイプ) 導入済|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ北九州II,605,北九州市小倉北区浅野2丁目17-37,5.3,0.5,1K,,24.98,,RC,株式会社アンサー倶楽部 管理係.pdf,2,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=2] アクシオ北九州II|浅野2丁目17-37|605|53,000|5,000|1,400|無|無|なし|0万|1ヶ月|2022年2月 (4年)|1K:|マン|24.98|RC|★小倉駅まで徒歩7分の好立地 ★無料インターネット(Wifi埋込タイプ) 導入済|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ北九州II,606,北九州市小倉北区浅野2丁目17-37,6.1,0.5,1LDK,,31.77,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州II|浅野2丁目17-37|606|61,000|5,000|1,400|無|無|なし|0万|1ヶ月|2022年3月 (4年)|1LDK:台8.5/洋3.5|2月28日|マン|31.77|RC|★小倉駅まで徒歩7分の好立地 ★無料インターネット(Wifi埋込タイプ) 導入済|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ北九州II,702,北九州市小倉北区浅野2丁目17-37,5.4,0.5,1K,,25.82,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州II|浅野2丁目17-37|702|54,000|5,000|1,400|無|無|なし|0万|1ヶ月|2022年2月 (4年)|1K:|マン|25.82|RC|★小倉駅まで徒歩7分の好立地 ★無料インターネット(Wifi埋込タイプ) 導入済|LPG|100%|1ヶ月|11,000|無|未定"
ulucks,,アクシオ北九州III,1001,北九州市小倉北区浅野2丁目,6,0.5,1K,,26.94,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|1001|60,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1K:|マン|26.94|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,1002,北九州市小倉北区浅野2丁目,5.9,0.5,1K,,26.94,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|1002|59,000|5,000|1,400|無|無|なし|指定な し|2ヶ月|2026年3月 (0年)|1K:|マン|26.94|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,1003,北九州市小倉北区浅野2丁目,6.3,0.5,1R,,31.17,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|1003|63,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1R:|マン|31.17|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,1004,北九州市小倉北区浅野2丁目,8.1,0.5,1LDK,,41.31,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|1004|81,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1LDK:|マン|41.31|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|ヶ月|0|有|済"
ulucks,,アクシオ北九州III,1102,北九州市小倉北区浅野2丁目,5.9,0.5,1K,,26.94,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|1102|59,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1K:|マン|26.94|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,1103,北九州市小倉北区浅野2丁目,6.3,0.5,1R,,31.17,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|1103|63,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1R:|マン|31.17|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,1202,北九州市小倉北区浅野2丁目,6.1,0.5,1K,,26.94,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|1202|61,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1K:|マン|26.94|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,201,北九州市小倉北区浅野2丁目,5.6,0.5,1K,,26.94,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|201|56,000|5,000|1,400|無|無|なし|指定な し|2ヶ月|2026年3月 (0年)|1K:|マン|26.94|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,203,北九州市小倉北区浅野2丁目,5.9,0.5,1R,,31.17,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|203|59,000|5,000|1,400|無|無|なし|指定な し|2ヶ月|2026年3月 (0年)|1R:|マン|31.17|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,401,北九州市小倉北区浅野2丁目,5.7,0.5,1K,,26.94,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|401|57,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1K:|マン|26.94|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,604,北九州市小倉北区浅野2丁目,7.9,0.5,1LDK,,41.31,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|604|79,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1LDK:|マン|41.31|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|ヶ月|0|有|済"
ulucks,,アクシオ北九州III,801,北九州市小倉北区浅野2丁目,5.9,0.5,1K,,26.94,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|801|59,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1K:|マン|26.94|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,802,北九州市小倉北区浅野2丁目,5.8,0.5,1K,,26.94,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|802|58,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1K:|マン|26.94|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,901,北九州市小倉北区浅野2丁目,5.9,0.5,1K,,26.94,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|901|59,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1K:|マン|26.94|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,902,北九州市小倉北区浅野2丁目,5.8,0.5,1K,,26.94,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|902|58,000|5,000|1,400|無|無|なし|指定な し|2ヶ月|2026年3月 (0年)|1K:|マン|26.94|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
ulucks,,アクシオ北九州III,903,北九州市小倉北区浅野2丁目,6.2,0.5,1R,,31.17,,RC,株式会社アンサー倶楽部 管理係.pdf,3,"[source=ulucks file=株式会社アンサー倶楽部 管理係.pdf page=3] アクシオ北九州III|浅野2丁目|903|62,000|5,000|1,400|無|無|-|0万|2ヶ月|2026年3月 (0年)|1R:|マン|31.17|RC|2026年2月竣工 1階にはローソンがあります★|LPG|100%|1ヶ月|11,000|有|済"
